gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,avg_charge_per_tenure,high_monthly_charge,short_tenure,is_long_term_contract,customer_id,actual_churn,churn_risk_score,risk_level,recommended_action
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,106.1472602739726,1,0,1,8024-XNAFQ,0,0.1147492681874897,Low Risk,Normal monitoring
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,30.9125,0,1,0,7587-RZNME,1,0.729893277708503,High Risk,Offer long-term contract discount
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,73.52499999999999,1,0,0,1346-UFHAX,0,0.6422548584559576,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,102.02328767123288,1,0,1,6374-NTQLP,0,0.1149673791041184,Low Risk,Normal monitoring
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,20.10084745762712,0,0,1,6625-FLENO,0,0.0176760954514614,Low Risk,Normal monitoring
Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,93.1548611111111,1,0,1,7375-WMVMT,0,0.1256290852351032,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,38.175,1,1,0,6910-HADCM,1,0.895101099002867,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,90.27272727272728,1,0,1,7401-JIXNM,0,0.044070441298393,Low Risk,Normal monitoring
Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,44.765,0,0,1,7338-ERIVA,0,0.1162059071592024,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,35.3,1,1,0,5376-DEQCP,1,0.9181517319973314,High Risk,Offer long-term contract discount
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,78.40080645161291,1,0,1,0909-SELIE,0,0.0514533220887481,Low Risk,Normal monitoring
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,86.83653846153847,1,0,0,5419-KLXBN,1,0.567201026518207,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,89.0078947368421,1,0,0,0365-TRTPY,0,0.3936593738013926,Low Risk,Normal monitoring
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,87.10370370370372,1,0,0,6712-OAWRH,1,0.8035166354968145,High Risk,Offer long-term contract discount
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,18.931818181818183,0,1,0,2428-ZMCTB,0,0.2909573151268074,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,10.2,0,1,0,1963-VAUKV,1,0.4015920427341892,Medium Risk,Send satisfaction survey and retention message
Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,37.332,0,0,0,9381-NDKME,1,0.636549669728095,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,109.7901515151515,1,0,1,3729-OWRVL,0,0.2490402147834202,Low Risk,Normal monitoring
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,62.90833333333333,0,0,1,0895-LMRSF,0,0.3436185864578329,Low Risk,Normal monitoring
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,63.98,0,0,1,2676-SSLTO,0,0.0908908840267282,Low Risk,Normal monitoring
Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,56.31976744186046,0,0,0,8495-PRWFH,0,0.3914197868048196,Low Risk,Normal monitoring
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,17.961111111111112,0,1,1,9030-QGZNL,0,0.0780216123711846,Low Risk,Normal monitoring
Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,52.32758620689656,0,0,0,9972-NKTFD,0,0.2064820513090618,Low Risk,Normal monitoring
Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,79.28055555555555,1,0,1,7998-WNZEM,0,0.0294853871999462,Low Risk,Normal monitoring
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,100.10857142857144,1,0,0,0979-PHULV,1,0.595008983314761,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,113.7659420289855,1,0,1,6445-TNRXS,0,0.1275305367504505,Low Risk,Normal monitoring
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,104.53461538461538,1,0,1,9586-JGQKH,0,0.1987325309520137,Low Risk,Normal monitoring
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,50.725,1,1,0,3966-HRMZA,0,0.8131208159454639,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,48.53507462686567,0,0,1,5498-IBWPI,0,0.0662317378483712,Low Risk,Normal monitoring
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,18.43793103448276,0,0,1,6823-SIDFQ,0,0.0821884441557435,Low Risk,Normal monitoring
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,107.6625,1,0,1,2323-ARSVR,0,0.1629432373281278,Low Risk,Normal monitoring
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,18.11063829787234,0,0,0,5468-BPMMO,0,0.1589299508069795,Low Risk,Normal monitoring
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,93.55178571428571,1,0,0,0486-HECZI,1,0.5992626293988901,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,64.8,0,0,0,2178-PMGCJ,0,0.6217243833303919,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,78.97368421052632,1,0,0,4660-IRIBM,0,0.6003673834940685,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,39.20638297872341,0,0,1,9674-EHPPG,0,0.0446414637680685,Low Risk,Normal monitoring
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,69.55909090909091,1,1,0,5606-AMZBO,0,0.7429126765689857,High Risk,Offer long-term contract discount
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,99.80410958904108,1,0,1,0665-XHDJU,0,0.2970360953847384,Low Risk,Normal monitoring
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,51.49117647058824,0,0,0,5402-HTOTQ,0,0.4903421520630648,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,59.4375,1,1,0,8258-GSTJK,1,0.9073474955446365,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,25.71590909090909,0,0,0,3787-TRIAL,0,0.5666093527256755,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,71.05833333333334,1,1,0,6175-IRFIT,0,0.7490855501370023,High Risk,Offer long-term contract discount
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,14.975,0,1,0,6317-YPKDH,1,0.6891273422407865,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,22.7,0,1,0,5692-FPTAH,1,0.7200910122169946,High Risk,Offer long-term contract discount
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,84.66891891891892,1,0,0,5373-SFODM,1,0.7154656348386564,High Risk,Offer long-term contract discount
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,101.62384615384616,1,0,1,0868-VJRDR,0,0.1191597414203766,Low Risk,Normal monitoring
Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,70.37903225806451,1,0,1,4079-VTGLK,0,0.2567083756133509,Low Risk,Normal monitoring
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,20.047260273972604,0,0,1,1166-PQLGG,0,0.0094887685709552,Low Risk,Normal monitoring
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,19.93297872340425,0,0,1,5296-BFCYD,0,0.0267594406291689,Low Risk,Normal monitoring
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,93.16956521739132,1,0,1,6568-POCUI,0,0.2102803848230003,Low Risk,Normal monitoring
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,12.9,0,1,0,2839-RFSQE,1,0.3757856224467435,Low Risk,Normal monitoring
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,53.861428571428576,0,0,1,2188-SXWVT,0,0.0883026608774683,Low Risk,Normal monitoring
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,104.78727272727274,1,0,1,8849-GYOKR,1,0.3148900264489747,Low Risk,Normal monitoring
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,18.92727272727273,0,0,0,3623-FQBOX,0,0.2471893503770517,Low Risk,Normal monitoring
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,74.69015151515151,1,0,1,2649-HWLYB,0,0.0378635732152838,Low Risk,Normal monitoring
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,73.35,0,0,0,0599-XNYDO,0,0.5741597770869453,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,39.75,1,1,0,2514-GINMM,1,0.9453930965221536,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,71.12325581395349,0,0,0,8401-EMUWF,0,0.2767242636964317,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,9.7,0,1,0,5766-ZJYBB,1,0.4085335685026361,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,90.5547619047619,1,0,0,2604-IJPDU,0,0.5877581589975851,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,63.3375,0,1,0,2501-XWWTZ,0,0.7435127444811523,High Risk,Offer long-term contract discount
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,25.07903225806452,0,0,1,6370-ZVHDV,0,0.022179008480774,Low Risk,Normal monitoring
Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,24.38153846153846,0,0,1,3027-YNWZU,0,0.0210675396938352,Low Risk,Normal monitoring
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,84.275,1,0,0,4526-ZJJTM,0,0.5943489645061011,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,47.535555555555554,0,0,0,0440-QEXBZ,0,0.3575119346039888,Low Risk,Normal monitoring
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,55.025,0,1,0,0330-IVZHA,1,0.8111267243974355,High Risk,Offer long-term contract discount
Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,28.34183673469388,0,0,1,9758-MFWGD,0,0.1374418262413393,Low Risk,Normal monitoring
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,67.11428571428571,1,1,0,4229-CZMLL,1,0.858080763533931,High Risk,Offer long-term contract discount
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,35.87,0,1,0,0742-MOABM,1,0.5108226973574428,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,18.121232876712327,0,0,1,4277-BWBML,0,0.0102304263678871,Low Risk,Normal monitoring
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,88.53636363636363,1,0,0,5136-GFPMB,0,0.5326627516471123,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,67.29328358208954,0,0,0,7520-HQWJU,0,0.153029994545659,Low Risk,Normal monitoring
Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,32.525,0,1,0,6304-IJFSQ,1,0.647941555066484,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,61.5925,0,0,1,0297-RBCSG,0,0.2254919223597536,Low Risk,Normal monitoring
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,80.26048387096773,1,0,1,6013-BHCAW,0,0.0840910750556396,Low Risk,Normal monitoring
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,84.85454545454546,1,0,0,4402-FTBXC,0,0.3807021082078665,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,24.975,0,1,0,1471-GIQKQ,0,0.7100886093970645,High Risk,Offer long-term contract discount
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,73.5875,1,0,0,4283-FUTGF,1,0.7992104996392787,High Risk,Offer long-term contract discount
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,19.326,0,0,1,9548-LERKT,0,0.0414398157522407,Low Risk,Normal monitoring
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,101.91323529411764,1,0,0,8059-UDZFY,0,0.7133860457363193,High Risk,Offer long-term contract discount
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,83.5671875,1,0,0,0410-IPFTY,0,0.5876535498630443,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,44.44583333333333,0,0,0,2478-EEWWM,0,0.5569389725840846,Medium Risk,Send satisfaction survey and retention message
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,88.54761904761905,1,0,1,4619-EVPHY,0,0.5901973524861718,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,98.65409836065574,1,0,0,2277-DJJDL,0,0.7254291657727857,High Risk,Offer long-term contract discount
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,74.03421052631579,1,0,0,2911-WDXMV,0,0.661083307180817,Medium Risk,Send satisfaction survey and retention message
Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,64.89,0,0,0,3639-XJHKQ,0,0.2808177044286609,Low Risk,Normal monitoring
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,18.102,0,0,1,8173-RXAYP,0,0.0338964556027511,Low Risk,Normal monitoring
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,17.235,0,1,1,4537-CIBHB,0,0.1461701430430449,Low Risk,Normal monitoring
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,24.66176470588235,0,0,0,5442-BXVND,0,0.1597605333882231,Low Risk,Normal monitoring
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,20.35,0,1,0,2308-STERM,0,0.3179806531173104,Low Risk,Normal monitoring
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,93.65,1,0,1,7159-NOKYQ,0,0.2502858613853513,Low Risk,Normal monitoring
Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,47.840566037735854,0,0,0,6075-QMNRR,0,0.1863318511882891,Low Risk,Normal monitoring
